transacao_id,colaborador_id,empresa_id,data_transacao,produto,categoria,valor_brl,status_transacao,canal,cidade,estado
T000495,C0035,E008,2025-05-28,Cartão Multi Benefícios,Educação,143.52,Aprovada,App,Porto Alegre,RS
T000496,C0138,E003,2025-05-10,Caju Ciclos,Home Office,103.44,Aprovada,App,Porto Alegre,RS
T000497,C0024,E002,2025-06-10,Despesas Corporativas,Home Office,41.6,Aprovada,Físico,Curitiba,PR
T000498,C0025,E008,2025-09-03,Premiações,Refeição,763.63,Aprovada,Online,Curitiba,PR
T000499,C0193,E001,2026-02-19,Caju Ciclos,Saúde,80.25,Aprovada,Online,Rio de Janeiro,RJ
T000500,C0167,E008,2025-10-11,Cartão Multi Benefícios,Saúde,233.82,Aprovada,App,Porto Alegre,RS
T000501,C0158,E010,2025-06-23,Despesas Corporativas,Saúde,271.73,Estornada,Físico,Curitiba,PR
T000502,C0187,E006,2026-02-23,Caju Ciclos,Refeição,514.26,Aprovada,Físico,Belo Horizonte,MG
T000503,C0129,E005,2025-04-11,Caju Ciclos,Alimentação,431.81,Aprovada,App,Curitiba,PR
T000504,C0052,E004,2026-01-29,Premiações,Flex,514.64,Aprovada,App,Porto Alegre,RS
T000505,C0196,E001,2026-02-20,Despesas Corporativas,Alimentação,254.27,Aprovada,Físico,Rio de Janeiro,RJ
T000506,C0198,E007,2025-08-13,Caju Ciclos,Refeição,447.18,Aprovada,Online,Curitiba,PR
T000507,C0075,E009,2026-02-01,Cartão Multi Benefícios,Cultura,556.43,Aprovada,App,São Paulo,SP
T000508,C0094,E008,2025-05-19,Cartão Multi Benefícios,Flex,397.37,Aprovada,Online,Curitiba,PR
T000509,C0018,E004,2025-07-02,Cartão Multi Benefícios,Alimentação,232.1,Aprovada,App,Belo Horizonte,MG
T000510,C0002,E010,2025-06-05,Premiações,Flex,335.83,Aprovada,App,Belo Horizonte,MG
T000511,C0050,E010,2025-12-14,Despesas Corporativas,Saúde,216.01,Aprovada,Online,Rio de Janeiro,RJ
T000512,C0015,E003,2025-04-10,Despesas Corporativas,Educação,103.92,Negada,Físico,São Paulo,SP
T000513,C0002,E009,2026-02-01,Cartão Multi Benefícios,Educação,106.11,Aprovada,Online,Curitiba,PR
T000514,C0164,E004,2025-09-13,Despesas Corporativas,Flex,742.99,Negada,Online,São Paulo,SP
T000515,C0072,E006,2025-12-28,Despesas Corporativas,Home Office,194.96,Aprovada,Online,Porto Alegre,RS
T000516,C0029,E009,2025-10-03,Premiações,Refeição,435.98,Aprovada,Online,Belo Horizonte,MG
T000517,C0151,E010,2026-02-25,Cartão Multi Benefícios,Flex,247.45,Aprovada,App,Porto Alegre,RS
T000518,C0137,E001,2025-10-15,Premiações,Mobilidade,529.84,Aprovada,App,Belo Horizonte,MG
T000519,C0027,E007,2025-08-02,Despesas Corporativas,Mobilidade,608.48,Aprovada,Online,Porto Alegre,RS
T000520,C0018,E006,2025-10-14,Despesas Corporativas,Educação,344.25,Aprovada,App,Belo Horizonte,MG
T000521,C0165,E004,2025-10-15,Cartão Multi Benefícios,Mobilidade,767.04,Aprovada,Online,Curitiba,PR
T000522,C0100,E004,2025-09-18,Premiações,Alimentação,76.9,Aprovada,Online,São Paulo,SP
T000523,C0172,E007,2025-03-23,Caju Ciclos,Refeição,147.99,Aprovada,App,Porto Alegre,RS
T000524,C0032,E005,2025-09-14,Premiações,Mobilidade,327.7,Aprovada,App,Belo Horizonte,MG
T000525,C0002,E009,2025-03-30,Premiações,Home Office,232.09,Aprovada,App,Rio de Janeiro,RJ
T000526,C0039,E008,2025-06-23,Despesas Corporativas,Flex,585.04,Aprovada,Físico,Curitiba,PR
T000527,C0029,E004,2025-11-15,Cartão Multi Benefícios,Alimentação,659.37,Aprovada,Físico,São Paulo,SP
T000528,C0041,E010,2025-08-11,Despesas Corporativas,Refeição,727.6,Aprovada,Físico,São Paulo,SP
T000529,C0046,E003,2026-02-21,Despesas Corporativas,Refeição,37.6,Aprovada,Online,Rio de Janeiro,RJ
T000530,C0122,E004,2025-03-31,Cartão Multi Benefícios,Saúde,757.1,Aprovada,App,Curitiba,PR
T000531,C0110,E003,2025-09-15,Cartão Multi Benefícios,Refeição,582.24,Aprovada,Online,Belo Horizonte,MG
T000532,C0130,E009,2025-03-26,Despesas Corporativas,Mobilidade,295.54,Aprovada,Online,Rio de Janeiro,RJ
T000533,C0126,E003,2025-04-15,Caju Ciclos,Flex,266.82,Aprovada,App,Curitiba,PR
T000534,C0141,E009,2025-11-25,Caju Ciclos,Alimentação,257.17,Aprovada,App,São Paulo,SP
T000535,C0130,E008,2026-02-01,Premiações,Educação,534.78,Aprovada,Físico,Porto Alegre,RS
T000536,C0175,E004,2025-08-02,Cartão Multi Benefícios,Educação,440.41,Estornada,Físico,Curitiba,PR
T000537,C0200,E010,2025-06-16,Cartão Multi Benefícios,Home Office,563.86,Aprovada,Físico,Porto Alegre,RS
T000538,C0159,E006,2025-04-05,Caju Ciclos,Home Office,140.39,Aprovada,Físico,São Paulo,SP
T000539,C0157,E008,2025-07-17,Cartão Multi Benefícios,Home Office,600.62,Aprovada,App,Porto Alegre,RS
T000540,C0193,E008,2025-12-26,Cartão Multi Benefícios,Flex,276.3,Aprovada,App,São Paulo,SP
T000541,C0107,E003,2025-07-25,Cartão Multi Benefícios,Educação,36.81,Aprovada,Físico,Belo Horizonte,MG
T000542,C0035,E010,2025-04-26,Premiações,Home Office,415.98,Aprovada,Online,Belo Horizonte,MG
T000543,C0145,E008,2025-05-24,Caju Ciclos,Flex,379.87,Aprovada,Físico,Belo Horizonte,MG
T000544,C0089,E005,2025-09-09,Despesas Corporativas,Saúde,543.44,Aprovada,Físico,Rio de Janeiro,RJ
T000545,C0011,E007,2025-10-30,Premiações,Mobilidade,705.02,Aprovada,Físico,Porto Alegre,RS
T000546,C0018,E006,2025-05-09,Caju Ciclos,Cultura,322.73,Estornada,App,Rio de Janeiro,RJ
T000547,C0028,E007,2025-07-31,Premiações,Saúde,142.45,Aprovada,Online,Porto Alegre,RS
T000548,C0069,E007,2025-04-27,Despesas Corporativas,Alimentação,758.02,Aprovada,Físico,Curitiba,PR
T000549,C0038,E006,2026-01-26,Cartão Multi Benefícios,Educação,39.71,Aprovada,Online,São Paulo,SP
T000550,C0034,E003,2026-01-08,Premiações,Refeição,749.05,Aprovada,Físico,Rio de Janeiro,RJ
T000551,C0158,E006,2025-11-01,Caju Ciclos,Alimentação,309.9,Aprovada,Online,Belo Horizonte,MG
T000552,C0151,E004,2025-06-14,Cartão Multi Benefícios,Cultura,235.68,Negada,App,Porto Alegre,RS
T000553,C0127,E008,2026-02-06,Cartão Multi Benefícios,Home Office,160.6,Aprovada,Físico,São Paulo,SP
T000554,C0026,E004,2025-12-03,Premiações,Mobilidade,60.98,Aprovada,Físico,São Paulo,SP
T000555,C0052,E002,2026-01-21,Despesas Corporativas,Home Office,278.12,Aprovada,Físico,Belo Horizonte,MG
T000556,C0095,E010,2025-08-02,Caju Ciclos,Cultura,165.61,Aprovada,Online,Curitiba,PR
T000557,C0114,E003,2026-01-09,Despesas Corporativas,Refeição,107.8,Aprovada,Online,Curitiba,PR
T000558,C0001,E003,2025-09-25,Premiações,Saúde,724.05,Aprovada,Online,São Paulo,SP
T000559,C0061,E002,2025-07-04,Caju Ciclos,Home Office,314.12,Aprovada,App,Rio de Janeiro,RJ
T000560,C0171,E001,2025-03-18,Caju Ciclos,Cultura,248.45,Aprovada,App,São Paulo,SP
T000561,C0162,E005,2025-07-05,Cartão Multi Benefícios,Educação,271.24,Aprovada,App,Rio de Janeiro,RJ
T000562,C0110,E007,2026-01-25,Caju Ciclos,Alimentação,149.41,Aprovada,App,Belo Horizonte,MG
T000563,C0035,E004,2025-05-16,Cartão Multi Benefícios,Flex,746.03,Aprovada,Físico,Rio de Janeiro,RJ
T000564,C0053,E008,2025-06-07,Caju Ciclos,Educação,398.31,Aprovada,Online,Porto Alegre,RS
T000565,C0107,E006,2025-07-29,Cartão Multi Benefícios,Flex,559.66,Aprovada,Físico,São Paulo,SP
T000566,C0039,E004,2025-04-10,Premiações,Refeição,128.0,Aprovada,Online,Rio de Janeiro,RJ
T000567,C0126,E010,2026-02-20,Despesas Corporativas,Refeição,419.63,Aprovada,Físico,Curitiba,PR
T000568,C0178,E008,2025-11-18,Caju Ciclos,Saúde,166.67,Estornada,Físico,Porto Alegre,RS
T000569,C0102,E004,2025-06-20,Cartão Multi Benefícios,Home Office,473.81,Aprovada,Físico,Porto Alegre,RS
T000570,C0033,E003,2026-03-12,Cartão Multi Benefícios,Educação,231.12,Aprovada,Online,Belo Horizonte,MG
T000571,C0073,E003,2025-08-18,Premiações,Home Office,694.91,Aprovada,Físico,Curitiba,PR
T000572,C0151,E005,2025-06-10,Despesas Corporativas,Flex,728.36,Negada,Físico,Belo Horizonte,MG
T000573,C0020,E002,2025-04-14,Caju Ciclos,Home Office,76.34,Aprovada,Online,Porto Alegre,RS
T000574,C0098,E001,2025-12-11,Cartão Multi Benefícios,Refeição,175.46,Aprovada,Físico,Belo Horizonte,MG
T000575,C0130,E004,2025-05-03,Despesas Corporativas,Mobilidade,188.3,Aprovada,Físico,Porto Alegre,RS
T000576,C0155,E001,2025-06-14,Caju Ciclos,Cultura,586.07,Aprovada,Online,Curitiba,PR
T000577,C0177,E001,2025-12-13,Cartão Multi Benefícios,Alimentação,213.98,Aprovada,Físico,São Paulo,SP
T000578,C0117,E005,2025-08-23,Despesas Corporativas,Cultura,91.99,Aprovada,Físico,Porto Alegre,RS
T000579,C0146,E008,2025-12-19,Premiações,Home Office,552.54,Aprovada,Físico,São Paulo,SP
T000580,C0162,E001,2025-06-18,Caju Ciclos,Home Office,92.47,Aprovada,App,Porto Alegre,RS
T000581,C0171,E001,2025-10-25,Premiações,Refeição,545.79,Aprovada,Online,Curitiba,PR
T000582,C0138,E006,2026-03-01,Premiações,Flex,485.25,Aprovada,Físico,Curitiba,PR
T000583,C0008,E005,2025-09-20,Cartão Multi Benefícios,Alimentação,654.31,Aprovada,App,Belo Horizonte,MG
T000584,C0164,E010,2026-03-11,Caju Ciclos,Saúde,272.91,Aprovada,Físico,Porto Alegre,RS
T000585,C0187,E001,2025-11-16,Despesas Corporativas,Cultura,745.54,Aprovada,Físico,Rio de Janeiro,RJ
T000586,C0110,E006,2025-06-18,Despesas Corporativas,Educação,744.61,Aprovada,App,Rio de Janeiro,RJ
T000587,C0022,E010,2026-03-04,Despesas Corporativas,Mobilidade,637.21,Aprovada,App,Rio de Janeiro,RJ
T000588,C0077,E005,2025-10-11,Premiações,Home Office,639.03,Aprovada,App,Porto Alegre,RS
T000589,C0130,E002,2025-08-28,Cartão Multi Benefícios,Flex,745.93,Aprovada,App,São Paulo,SP
T000590,C0181,E004,2025-12-25,Cartão Multi Benefícios,Saúde,762.98,Aprovada,Físico,São Paulo,SP
T000591,C0157,E009,2025-11-14,Despesas Corporativas,Home Office,288.79,Aprovada,Físico,São Paulo,SP
T000592,C0171,E009,2025-04-01,Despesas Corporativas,Alimentação,593.86,Aprovada,App,Porto Alegre,RS
T000593,C0014,E008,2025-11-21,Premiações,Refeição,522.04,Aprovada,App,Belo Horizonte,MG
T000594,C0004,E003,2025-11-05,Despesas Corporativas,Educação,427.66,Aprovada,Online,Porto Alegre,RS
T000595,C0149,E006,2025-06-19,Premiações,Cultura,589.81,Negada,Físico,Rio de Janeiro,RJ
T000596,C0150,E002,2025-03-27,Premiações,Flex,566.25,Aprovada,Online,Belo Horizonte,MG
T000597,C0129,E009,2025-04-24,Cartão Multi Benefícios,Alimentação,565.5,Aprovada,App,Porto Alegre,RS
T000598,C0052,E008,2026-01-03,Premiações,Educação,595.1,Negada,App,São Paulo,SP
T000599,C0172,E003,2026-01-30,Cartão Multi Benefícios,Saúde,62.98,Aprovada,Físico,Curitiba,PR
T000600,C0090,E006,2025-12-21,Despesas Corporativas,Flex,351.93,Aprovada,Físico,São Paulo,SP
T000601,C0056,E004,2026-02-12,Despesas Corporativas,Home Office,133.48,Aprovada,Online,Belo Horizonte,MG
T000602,C0001,E001,2025-08-14,Caju Ciclos,Saúde,17.69,Aprovada,Online,São Paulo,SP
T000603,C0187,E004,2025-06-10,Despesas Corporativas,Educação,250.68,Aprovada,Físico,Porto Alegre,RS
T000604,C0115,E007,2025-04-23,Premiações,Cultura,178.98,Aprovada,App,Rio de Janeiro,RJ
T000605,C0121,E005,2026-02-02,Cartão Multi Benefícios,Refeição,577.14,Aprovada,Online,Rio de Janeiro,RJ
T000606,C0120,E005,2026-02-19,Caju Ciclos,Refeição,108.71,Aprovada,Físico,Belo Horizonte,MG
T000607,C0064,E004,2025-05-02,Caju Ciclos,Alimentação,301.15,Aprovada,Online,Rio de Janeiro,RJ
T000608,C0088,E009,2025-04-23,Cartão Multi Benefícios,Alimentação,109.02,Aprovada,Online,Porto Alegre,RS
T000609,C0126,E003,2026-02-14,Caju Ciclos,Cultura,107.64,Aprovada,App,Curitiba,PR
T000610,C0155,E004,2025-12-29,Despesas Corporativas,Educação,6.56,Aprovada,App,Porto Alegre,RS
T000611,C0010,E004,2025-03-19,Caju Ciclos,Cultura,405.58,Negada,Online,Curitiba,PR
T000612,C0137,E003,2025-04-23,Caju Ciclos,Cultura,103.09,Aprovada,Físico,Porto Alegre,RS
T000613,C0200,E007,2025-10-20,Premiações,Educação,486.91,Aprovada,App,Curitiba,PR
T000614,C0056,E006,2025-06-21,Caju Ciclos,Mobilidade,361.41,Aprovada,Físico,Belo Horizonte,MG
T000615,C0135,E007,2025-04-25,Cartão Multi Benefícios,Home Office,670.08,Aprovada,App,Curitiba,PR
T000616,C0136,E007,2025-05-23,Premiações,Cultura,695.94,Negada,Online,Belo Horizonte,MG
T000617,C0063,E006,2025-12-20,Despesas Corporativas,Saúde,328.16,Aprovada,Físico,Porto Alegre,RS
T000618,C0046,E008,2025-10-21,Caju Ciclos,Cultura,732.52,Aprovada,Físico,Rio de Janeiro,RJ
T000619,C0106,E008,2025-07-28,Cartão Multi Benefícios,Home Office,798.39,Aprovada,Online,Curitiba,PR
T000620,C0104,E009,2025-03-23,Premiações,Refeição,688.3,Aprovada,Físico,Porto Alegre,RS
T000621,C0052,E003,2025-03-30,Caju Ciclos,Alimentação,592.7,Aprovada,Físico,Porto Alegre,RS
T000622,C0113,E008,2026-03-08,Caju Ciclos,Flex,647.46,Aprovada,App,Porto Alegre,RS
T000623,C0120,E010,2025-06-20,Caju Ciclos,Mobilidade,647.94,Aprovada,App,São Paulo,SP
T000624,C0190,E010,2025-09-14,Premiações,Cultura,334.17,Negada,Online,Belo Horizonte,MG
T000625,C0158,E003,2026-02-07,Premiações,Saúde,429.4,Aprovada,Físico,Belo Horizonte,MG
T000626,C0156,E003,2025-05-09,Premiações,Home Office,141.21,Aprovada,App,Curitiba,PR
T000627,C0151,E008,2026-02-05,Despesas Corporativas,Home Office,527.51,Aprovada,App,Curitiba,PR
T000628,C0124,E005,2025-05-03,Premiações,Educação,117.61,Aprovada,App,São Paulo,SP
T000629,C0148,E002,2025-09-10,Caju Ciclos,Alimentação,126.91,Negada,Físico,Porto Alegre,RS
T000630,C0003,E007,2025-07-26,Caju Ciclos,Flex,709.97,Aprovada,Físico,Curitiba,PR
T000631,C0036,E009,2026-02-25,Premiações,Educação,454.56,Aprovada,App,Rio de Janeiro,RJ
T000632,C0015,E007,2025-05-04,Caju Ciclos,Refeição,11.11,Aprovada,Online,Curitiba,PR
T000633,C0047,E002,2025-07-16,Caju Ciclos,Alimentação,477.09,Aprovada,App,Curitiba,PR
T000634,C0002,E007,2025-12-26,Despesas Corporativas,Alimentação,567.21,Aprovada,App,Curitiba,PR
T000635,C0138,E007,2025-06-21,Cartão Multi Benefícios,Flex,568.94,Aprovada,App,Belo Horizonte,MG
T000636,C0003,E003,2025-09-26,Caju Ciclos,Alimentação,233.66,Aprovada,Físico,Curitiba,PR
T000637,C0115,E005,2025-10-15,Premiações,Saúde,553.67,Aprovada,Online,São Paulo,SP
T000638,C0005,E008,2025-06-09,Caju Ciclos,Alimentação,43.33,Aprovada,App,Rio de Janeiro,RJ
T000639,C0128,E007,2025-06-27,Cartão Multi Benefícios,Refeição,76.07,Negada,Físico,Porto Alegre,RS
T000640,C0173,E007,2026-01-20,Despesas Corporativas,Saúde,158.83,Aprovada,Físico,Curitiba,PR
T000641,C0058,E008,2026-03-06,Cartão Multi Benefícios,Educação,228.76,Aprovada,Online,São Paulo,SP
T000642,C0032,E004,2026-03-04,Caju Ciclos,Refeição,73.34,Aprovada,Online,Porto Alegre,RS
T000643,C0159,E007,2025-07-24,Cartão Multi Benefícios,Cultura,147.79,Aprovada,Físico,Curitiba,PR
T000644,C0182,E009,2025-07-17,Despesas Corporativas,Alimentação,57.99,Aprovada,Online,São Paulo,SP
T000645,C0045,E004,2025-11-02,Premiações,Refeição,598.61,Aprovada,App,São Paulo,SP
T000646,C0080,E005,2025-11-20,Premiações,Saúde,689.45,Aprovada,Online,Curitiba,PR
T000647,C0023,E004,2026-01-20,Cartão Multi Benefícios,Mobilidade,424.7,Aprovada,Online,Porto Alegre,RS
T000648,C0110,E001,2026-02-06,Despesas Corporativas,Flex,259.58,Aprovada,App,Belo Horizonte,MG
T000649,C0053,E005,2025-05-17,Premiações,Home Office,32.79,Aprovada,Online,Porto Alegre,RS
T000650,C0021,E008,2026-01-20,Cartão Multi Benefícios,Cultura,19.41,Aprovada,Físico,São Paulo,SP
T000651,C0191,E010,2026-02-13,Cartão Multi Benefícios,Alimentação,148.42,Aprovada,Físico,Porto Alegre,RS
T000652,C0055,E001,2025-12-28,Caju Ciclos,Flex,475.89,Aprovada,Físico,Curitiba,PR
T000653,C0156,E002,2025-04-14,Cartão Multi Benefícios,Flex,419.32,Negada,App,Belo Horizonte,MG
T000654,C0028,E007,2025-08-12,Despesas Corporativas,Refeição,451.68,Negada,App,Porto Alegre,RS
T000655,C0057,E005,2025-10-06,Despesas Corporativas,Home Office,764.0,Aprovada,Físico,Curitiba,PR
T000656,C0036,E005,2025-11-10,Cartão Multi Benefícios,Refeição,352.24,Aprovada,Online,São Paulo,SP
T000657,C0190,E002,2025-11-08,Premiações,Educação,524.98,Aprovada,Online,Curitiba,PR
T000658,C0042,E003,2025-05-20,Cartão Multi Benefícios,Flex,553.61,Aprovada,App,Belo Horizonte,MG
T000659,C0048,E001,2025-10-25,Despesas Corporativas,Cultura,586.21,Negada,Online,São Paulo,SP
T000660,C0166,E005,2025-09-23,Premiações,Educação,310.48,Aprovada,App,Rio de Janeiro,RJ
T000661,C0115,E008,2025-09-09,Caju Ciclos,Saúde,653.24,Negada,Físico,Porto Alegre,RS
T000662,C0138,E010,2025-06-26,Premiações,Cultura,614.53,Aprovada,Online,Rio de Janeiro,RJ
T000663,C0131,E008,2025-07-16,Despesas Corporativas,Flex,89.97,Aprovada,Físico,Porto Alegre,RS
T000664,C0011,E007,2025-12-21,Caju Ciclos,Cultura,314.95,Aprovada,App,Porto Alegre,RS
T000665,C0190,E007,2025-11-29,Caju Ciclos,Refeição,515.88,Aprovada,Físico,Curitiba,PR
T000666,C0001,E004,2025-12-05,Premiações,Flex,668.77,Aprovada,Físico,Curitiba,PR
T000667,C0037,E004,2025-11-19,Cartão Multi Benefícios,Alimentação,181.67,Aprovada,Físico,Curitiba,PR
T000668,C0195,E007,2025-05-03,Caju Ciclos,Flex,496.24,Aprovada,App,São Paulo,SP
T000669,C0098,E006,2026-01-06,Cartão Multi Benefícios,Home Office,157.2,Aprovada,Online,Belo Horizonte,MG
T000670,C0030,E005,2025-05-28,Cartão Multi Benefícios,Saúde,738.65,Aprovada,App,Curitiba,PR
T000671,C0170,E005,2026-01-01,Cartão Multi Benefícios,Alimentação,26.31,Aprovada,Físico,Belo Horizonte,MG
T000672,C0037,E002,2025-03-16,Cartão Multi Benefícios,Educação,766.59,Aprovada,Online,Rio de Janeiro,RJ
T000673,C0169,E003,2025-08-30,Premiações,Flex,191.11,Aprovada,Online,Curitiba,PR
T000674,C0037,E004,2026-01-26,Premiações,Mobilidade,528.54,Aprovada,App,Porto Alegre,RS
T000675,C0064,E007,2025-08-30,Premiações,Home Office,567.13,Aprovada,Físico,Curitiba,PR
T000676,C0008,E002,2025-10-24,Premiações,Mobilidade,198.03,Aprovada,App,São Paulo,SP
T000677,C0013,E001,2025-09-15,Caju Ciclos,Alimentação,546.93,Aprovada,App,Porto Alegre,RS
T000678,C0004,E009,2025-05-09,Cartão Multi Benefícios,Alimentação,578.63,Aprovada,App,Rio de Janeiro,RJ
T000679,C0183,E005,2026-02-18,Cartão Multi Benefícios,Refeição,458.83,Aprovada,Online,Belo Horizonte,MG
T000680,C0092,E008,2025-08-17,Caju Ciclos,Mobilidade,25.81,Aprovada,Online,Rio de Janeiro,RJ
T000681,C0105,E004,2025-09-16,Caju Ciclos,Home Office,790.8,Aprovada,App,São Paulo,SP
T000682,C0114,E002,2025-07-24,Premiações,Home Office,461.55,Aprovada,Físico,Belo Horizonte,MG
T000683,C0039,E008,2025-08-04,Despesas Corporativas,Alimentação,601.61,Aprovada,Físico,São Paulo,SP
T000684,C0060,E006,2025-09-19,Despesas Corporativas,Flex,799.02,Aprovada,Físico,São Paulo,SP
T000685,C0104,E003,2025-07-11,Despesas Corporativas,Home Office,739.95,Aprovada,App,Belo Horizonte,MG
T000686,C0170,E007,2025-05-26,Caju Ciclos,Educação,170.31,Aprovada,Físico,Curitiba,PR
T000687,C0048,E009,2025-07-10,Despesas Corporativas,Alimentação,517.05,Negada,Online,Rio de Janeiro,RJ
T000688,C0054,E006,2025-04-20,Caju Ciclos,Refeição,781.04,Negada,App,Curitiba,PR
T000689,C0116,E005,2025-12-28,Cartão Multi Benefícios,Educação,298.94,Negada,Online,Curitiba,PR
T000690,C0199,E006,2025-11-17,Caju Ciclos,Educação,134.42,Aprovada,App,São Paulo,SP
T000691,C0066,E007,2025-07-16,Despesas Corporativas,Home Office,473.37,Aprovada,Físico,Rio de Janeiro,RJ
T000692,C0034,E002,2025-04-15,Despesas Corporativas,Refeição,700.78,Estornada,Físico,Belo Horizonte,MG
T000693,C0040,E005,2025-07-09,Premiações,Cultura,431.78,Aprovada,Físico,São Paulo,SP
T000694,C0043,E007,2025-12-25,Caju Ciclos,Refeição,37.41,Aprovada,Online,Rio de Janeiro,RJ
T000695,C0005,E002,2025-10-08,Cartão Multi Benefícios,Saúde,733.23,Aprovada,App,Curitiba,PR
T000696,C0196,E002,2026-02-07,Premiações,Refeição,61.62,Aprovada,Online,Porto Alegre,RS
T000697,C0060,E006,2026-01-25,Caju Ciclos,Alimentação,346.43,Aprovada,App,São Paulo,SP
T000698,C0104,E008,2026-01-05,Caju Ciclos,Educação,94.93,Aprovada,Físico,Curitiba,PR
T000699,C0083,E004,2025-04-30,Premiações,Saúde,572.52,Aprovada,Físico,Belo Horizonte,MG
T000700,C0097,E009,2025-11-01,Despesas Corporativas,Educação,388.57,Aprovada,Online,São Paulo,SP
T000701,C0011,E003,2025-06-04,Cartão Multi Benefícios,Alimentação,314.9,Aprovada,Físico,São Paulo,SP
T000702,C0104,E008,2026-02-24,Premiações,Educação,552.37,Aprovada,Físico,Curitiba,PR
T000703,C0093,E001,2025-04-19,Despesas Corporativas,Educação,82.57,Aprovada,App,Porto Alegre,RS
T000704,C0189,E003,2025-06-26,Premiações,Mobilidade,540.98,Aprovada,App,Belo Horizonte,MG
T000705,C0064,E008,2025-09-25,Caju Ciclos,Educação,535.97,Aprovada,Físico,Rio de Janeiro,RJ
T000706,C0110,E003,2025-03-26,Cartão Multi Benefícios,Home Office,520.95,Aprovada,App,Curitiba,PR
T000707,C0122,E008,2026-01-18,Premiações,Cultura,157.82,Aprovada,Físico,Porto Alegre,RS
T000708,C0006,E009,2025-04-05,Caju Ciclos,Mobilidade,629.93,Aprovada,App,Porto Alegre,RS
T000709,C0070,E008,2026-02-09,Caju Ciclos,Educação,684.44,Aprovada,App,Curitiba,PR
T000710,C0006,E008,2025-09-02,Despesas Corporativas,Cultura,710.7,Aprovada,Online,São Paulo,SP
T000711,C0072,E003,2025-07-29,Caju Ciclos,Alimentação,306.51,Aprovada,Físico,Curitiba,PR
T000712,C0160,E001,2025-09-25,Caju Ciclos,Refeição,760.9,Aprovada,App,Curitiba,PR
T000713,C0038,E010,2025-05-26,Despesas Corporativas,Alimentação,106.17,Aprovada,Online,Curitiba,PR
T000714,C0060,E010,2025-12-02,Caju Ciclos,Saúde,568.54,Aprovada,Online,Curitiba,PR
T000715,C0051,E003,2025-04-04,Despesas Corporativas,Flex,688.05,Aprovada,Online,Belo Horizonte,MG
T000716,C0148,E002,2025-11-01,Caju Ciclos,Mobilidade,362.5,Aprovada,Físico,Porto Alegre,RS
T000717,C0126,E003,2026-01-30,Despesas Corporativas,Flex,194.98,Aprovada,Online,Rio de Janeiro,RJ
T000718,C0102,E003,2025-03-30,Despesas Corporativas,Mobilidade,323.73,Aprovada,Online,Porto Alegre,RS
T000719,C0080,E002,2025-10-27,Cartão Multi Benefícios,Mobilidade,652.92,Aprovada,Online,Belo Horizonte,MG
T000720,C0009,E001,2025-07-29,Caju Ciclos,Educação,547.85,Negada,Online,Belo Horizonte,MG
T000721,C0119,E001,2025-05-30,Cartão Multi Benefícios,Mobilidade,165.91,Aprovada,Online,Porto Alegre,RS
T000722,C0053,E008,2025-10-12,Premiações,Mobilidade,736.22,Aprovada,App,Porto Alegre,RS
T000723,C0164,E004,2026-02-28,Premiações,Mobilidade,343.55,Negada,App,Belo Horizonte,MG
T000724,C0134,E006,2025-08-05,Caju Ciclos,Saúde,109.87,Aprovada,App,Belo Horizonte,MG
T000725,C0052,E010,2025-12-17,Despesas Corporativas,Refeição,694.88,Aprovada,Online,Curitiba,PR
T000726,C0045,E002,2025-10-19,Caju Ciclos,Home Office,483.94,Aprovada,Online,Porto Alegre,RS
T000727,C0004,E005,2026-01-01,Premiações,Educação,748.67,Aprovada,App,Porto Alegre,RS
T000728,C0101,E003,2025-05-31,Premiações,Cultura,182.45,Aprovada,App,São Paulo,SP
T000729,C0050,E005,2026-01-18,Premiações,Cultura,500.15,Aprovada,Físico,Curitiba,PR
T000730,C0056,E006,2025-06-28,Cartão Multi Benefícios,Flex,638.21,Negada,Físico,Rio de Janeiro,RJ
T000731,C0085,E008,2025-09-05,Premiações,Mobilidade,777.96,Aprovada,Online,Belo Horizonte,MG
T000732,C0079,E007,2026-01-13,Premiações,Flex,623.78,Aprovada,Online,Belo Horizonte,MG
T000733,C0049,E005,2025-08-30,Caju Ciclos,Cultura,472.15,Aprovada,Online,Porto Alegre,RS
T000734,C0131,E010,2026-01-20,Premiações,Flex,476.11,Aprovada,Físico,Belo Horizonte,MG
T000735,C0095,E007,2025-08-15,Despesas Corporativas,Cultura,325.02,Aprovada,Online,Belo Horizonte,MG
T000736,C0091,E007,2026-03-07,Caju Ciclos,Mobilidade,134.26,Aprovada,Online,Rio de Janeiro,RJ
T000737,C0049,E005,2025-07-28,Cartão Multi Benefícios,Home Office,94.32,Aprovada,Online,Rio de Janeiro,RJ
T000738,C0094,E008,2025-12-25,Caju Ciclos,Refeição,729.84,Aprovada,App,Rio de Janeiro,RJ
T000739,C0122,E004,2025-04-08,Cartão Multi Benefícios,Saúde,779.08,Aprovada,App,Curitiba,PR
T000740,C0007,E010,2025-06-18,Despesas Corporativas,Flex,767.35,Aprovada,Online,Rio de Janeiro,RJ
T000741,C0085,E006,2025-05-28,Premiações,Cultura,460.67,Aprovada,App,Porto Alegre,RS
T000742,C0173,E003,2025-07-18,Premiações,Cultura,408.37,Aprovada,App,Curitiba,PR
T000743,C0146,E001,2025-09-19,Cartão Multi Benefícios,Mobilidade,482.85,Aprovada,Físico,São Paulo,SP
